AÑO,AREA,NIVEL,GENERO,ENTIDAD,REGION,N
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Michoacán,Occidente,14
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Morelos,Centrosur,36
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,México,Centrosur,15
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Nayarit,Occidente,1
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Nuevo León,Noreste,9
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Oaxaca,Suroeste,2
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Puebla,Oriente,13
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Querétaro,Centronorte,14
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Quintana Roo,Sureste,7
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,San Luis Potosí,Centronorte,9
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Sin dato / Extranjero,Sin dato / Extranjero,33
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Sinaloa,Noroeste,4
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Sonora,Noroeste,5
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Tamaulipas,Noreste,2
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Tlaxcala,Oriente,6
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Veracruz,Oriente,28
2018,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Yucatán,Sureste,10
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Aguascalientes,Centronorte,2
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Baja California,Noroeste,6
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Baja California Sur,Noroeste,8
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Campeche,Sureste,1
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Chiapas,Suroeste,4
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Ciudad de México,Centrosur,120
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Coahuila,Noreste,1
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Colima,Occidente,1
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Durango,Noroeste,1
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Guanajuato,Centronorte,8
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Hidalgo,Oriente,6
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Jalisco,Occidente,6
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Michoacán,Occidente,7
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Morelos,Centrosur,24
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,México,Centrosur,8
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Nuevo León,Noreste,12
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Puebla,Oriente,2
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Querétaro,Centronorte,9
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Quintana Roo,Sureste,8
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,San Luis Potosí,Centronorte,9
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Sin dato / Extranjero,Sin dato / Extranjero,13
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Sinaloa,Noroeste,3
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Sonora,Noroeste,4
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Tlaxcala,Oriente,2
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Veracruz,Oriente,19
2018,BIOLOGÍA Y QUÍMICA,2,MUJER,Yucatán,Sureste,6
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Baja California,Noroeste,9
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Baja California Sur,Noroeste,3
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Chiapas,Suroeste,1
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Chihuahua,Noroeste,1
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Ciudad de México,Centrosur,144
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Coahuila,Noreste,2
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Colima,Occidente,1
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Guanajuato,Centronorte,9
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Hidalgo,Oriente,2
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Jalisco,Occidente,1
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Michoacán,Occidente,9
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Morelos,Centrosur,28
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,México,Centrosur,8
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Nuevo León,Noreste,2
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Puebla,Oriente,3
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Querétaro,Centronorte,7
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Quintana Roo,Sureste,2
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,San Luis Potosí,Centronorte,3
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Sin dato / Extranjero,Sin dato / Extranjero,20
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Sinaloa,Noroeste,1
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Sonora,Noroeste,3
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Tamaulipas,Noreste,1
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Veracruz,Oriente,9
2018,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Yucatán,Sureste,7
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Baja California,Noroeste,1
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Baja California Sur,Noroeste,1
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Chiapas,Suroeste,1
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Ciudad de México,Centrosur,80
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Coahuila,Noreste,2
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Colima,Occidente,1
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Guanajuato,Centronorte,4
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Jalisco,Occidente,2
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Morelos,Centrosur,19
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,México,Centrosur,6
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Nuevo León,Noreste,4
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Puebla,Oriente,3
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Querétaro,Centronorte,2
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Quintana Roo,Sureste,1
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,San Luis Potosí,Centronorte,1
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Sin dato / Extranjero,Sin dato / Extranjero,6
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Sonora,Noroeste,1
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Tlaxcala,Oriente,2
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Veracruz,Oriente,3
2018,BIOLOGÍA Y QUÍMICA,3,MUJER,Yucatán,Sureste,3
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Aguascalientes,Centronorte,7
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Baja California,Noroeste,17
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Baja California Sur,Noroeste,7
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Campeche,Sureste,3
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Chihuahua,Noroeste,5
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Ciudad de México,Centrosur,115
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Coahuila,Noreste,4
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Colima,Occidente,4
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Durango,Noroeste,3
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Guanajuato,Centronorte,13
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Guerrero,Suroeste,2
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Hidalgo,Oriente,2
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Jalisco,Occidente,19
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Michoacán,Occidente,7
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Morelos,Centrosur,21
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,México,Centrosur,20
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Nayarit,Occidente,3
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Nuevo León,Noreste,14
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Oaxaca,Suroeste,6
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Puebla,Oriente,11
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Querétaro,Centronorte,7
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Quintana Roo,Sureste,1
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,San Luis Potosí,Centronorte,8
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Sin dato / Extranjero,Sin dato / Extranjero,64
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Sinaloa,Noroeste,6
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Sonora,Noroeste,5
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Tabasco,Sureste,7
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Tamaulipas,Noreste,3
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Tlaxcala,Oriente,2
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Veracruz,Oriente,11
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Yucatán,Sureste,8
2018,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Zacatecas,Centronorte,2
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Aguascalientes,Centronorte,6
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Baja California,Noroeste,15
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Baja California Sur,Noroeste,3
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Campeche,Sureste,3
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Chiapas,Suroeste,4
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Chihuahua,Noroeste,4
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Ciudad de México,Centrosur,124
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Coahuila,Noreste,3
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Colima,Occidente,3
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Durango,Noroeste,3
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Guanajuato,Centronorte,13
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Guerrero,Suroeste,4
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Hidalgo,Oriente,4
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Jalisco,Occidente,16
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Michoacán,Occidente,10
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Morelos,Centrosur,17
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,México,Centrosur,19
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Nayarit,Occidente,2
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Nuevo León,Noreste,15
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Oaxaca,Suroeste,4
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Puebla,Oriente,6
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Querétaro,Centronorte,13
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Quintana Roo,Sureste,2
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,San Luis Potosí,Centronorte,13
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Sin dato / Extranjero,Sin dato / Extranjero,71
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Sinaloa,Noroeste,9
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Sonora,Noroeste,13
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Tabasco,Sureste,7
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Tamaulipas,Noreste,2
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Tlaxcala,Oriente,3
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Veracruz,Oriente,13
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Yucatán,Sureste,17
2018,BIOLOGÍA Y QUÍMICA,C,MUJER,Zacatecas,Centronorte,1
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Aguascalientes,Centronorte,11
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Baja California,Noroeste,20
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Baja California Sur,Noroeste,26
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Campeche,Sureste,13
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Chiapas,Suroeste,25
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Chihuahua,Noroeste,31
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Ciudad de México,Centrosur,69
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Coahuila,Noreste,55
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Colima,Occidente,9
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Durango,Noroeste,31
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Guanajuato,Centronorte,36
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Guerrero,Suroeste,18
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Hidalgo,Oriente,21
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Jalisco,Occidente,33
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Michoacán,Occidente,22
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Morelos,Centrosur,36
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,México,Centrosur,142
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Nayarit,Occidente,31
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Nuevo León,Noreste,50
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Oaxaca,Suroeste,25
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Puebla,Oriente,31
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Querétaro,Centronorte,25
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Quintana Roo,Sureste,1
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,San Luis Potosí,Centronorte,32
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Sin dato / Extranjero,Sin dato / Extranjero,32
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Sinaloa,Noroeste,46
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Sonora,Noroeste,24
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Tabasco,Sureste,32
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Tamaulipas,Noreste,27
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Tlaxcala,Oriente,4
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Veracruz,Oriente,47
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Yucatán,Sureste,39
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,HOMBRE,Zacatecas,Centronorte,19
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Aguascalientes,Centronorte,2
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Baja California,Noroeste,15
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Baja California Sur,Noroeste,16
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Campeche,Sureste,6
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Chiapas,Suroeste,12
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Chihuahua,Noroeste,23
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Ciudad de México,Centrosur,81
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Coahuila,Noreste,25
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Colima,Occidente,1
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Durango,Noroeste,19
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Guanajuato,Centronorte,12
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Hidalgo,Oriente,18
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Jalisco,Occidente,32
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Michoacán,Occidente,17
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Morelos,Centrosur,29
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,México,Centrosur,92
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Nayarit,Occidente,9
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Nuevo León,Noreste,44
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Oaxaca,Suroeste,17
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Puebla,Oriente,13
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Querétaro,Centronorte,23
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Quintana Roo,Sureste,2
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,San Luis Potosí,Centronorte,18
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Sin dato / Extranjero,Sin dato / Extranjero,24
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Sinaloa,Noroeste,23
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Sonora,Noroeste,40
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Tabasco,Sureste,13
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Tamaulipas,Noreste,17
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Tlaxcala,Oriente,9
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Veracruz,Oriente,41
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Yucatán,Sureste,30
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,1,MUJER,Zacatecas,Centronorte,2
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Aguascalientes,Centronorte,3
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Baja California,Noroeste,8
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Baja California Sur,Noroeste,18
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Campeche,Sureste,1
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Chiapas,Suroeste,7
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Chihuahua,Noroeste,3
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Ciudad de México,Centrosur,31
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Coahuila,Noreste,7
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Colima,Occidente,1
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Durango,Noroeste,6
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Guanajuato,Centronorte,9
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Hidalgo,Oriente,7
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Jalisco,Occidente,9
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Michoacán,Occidente,11
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Morelos,Centrosur,12
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,México,Centrosur,61
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Nuevo León,Noreste,14
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Oaxaca,Suroeste,1
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Puebla,Oriente,4
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Querétaro,Centronorte,9
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,San Luis Potosí,Centronorte,6
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Sin dato / Extranjero,Sin dato / Extranjero,8
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Sinaloa,Noroeste,12
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Sonora,Noroeste,17
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Tabasco,Sureste,2
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Tamaulipas,Noreste,4
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Tlaxcala,Oriente,1
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Veracruz,Oriente,7
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Yucatán,Sureste,11
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,HOMBRE,Zacatecas,Centronorte,2
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Baja California,Noroeste,4
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Baja California Sur,Noroeste,2
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Chiapas,Suroeste,3
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Chihuahua,Noroeste,5
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Ciudad de México,Centrosur,30
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Coahuila,Noreste,2
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Durango,Noroeste,1
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Guanajuato,Centronorte,5
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Guerrero,Suroeste,2
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Jalisco,Occidente,6
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Michoacán,Occidente,5
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Morelos,Centrosur,5
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,México,Centrosur,19
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Nayarit,Occidente,4
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Nuevo León,Noreste,10
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Querétaro,Centronorte,7
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,San Luis Potosí,Centronorte,4
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Sin dato / Extranjero,Sin dato / Extranjero,3
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Sinaloa,Noroeste,1
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Sonora,Noroeste,11
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Tabasco,Sureste,1
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Tamaulipas,Noreste,3
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Tlaxcala,Oriente,1
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Veracruz,Oriente,11
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,2,MUJER,Yucatán,Sureste,8
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,3,HOMBRE,Baja California,Noroeste,3
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,3,HOMBRE,Baja California Sur,Noroeste,10
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,3,HOMBRE,Campeche,Sureste,1
2018,BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,3,HOMBRE,Chiapas,Suroeste,3
