AÑO,AREA,NIVEL,GENERO,ENTIDAD,REGION,N
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,HOMBRE,Querétaro,Centronorte,4
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,HOMBRE,San Luis Potosí,Centronorte,4
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,HOMBRE,Sin dato / Extranjero,Sin dato / Extranjero,16
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,HOMBRE,Sonora,Noroeste,1
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,HOMBRE,Veracruz,Oriente,2
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,HOMBRE,Zacatecas,Centronorte,2
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,MUJER,Baja California,Noroeste,1
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,MUJER,Chiapas,Suroeste,1
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,MUJER,Ciudad de México,Centrosur,72
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,MUJER,Durango,Noroeste,1
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,MUJER,Guanajuato,Centronorte,1
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,MUJER,Guerrero,Suroeste,1
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,MUJER,Jalisco,Occidente,8
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,MUJER,Morelos,Centrosur,9
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,MUJER,México,Centrosur,1
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,MUJER,Nuevo León,Noreste,4
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,MUJER,Querétaro,Centronorte,4
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,MUJER,San Luis Potosí,Centronorte,1
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,MUJER,Sin dato / Extranjero,Sin dato / Extranjero,8
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,MUJER,Tamaulipas,Noreste,2
2019,MEDICINA Y CIENCIAS DE LA SALUD,3,MUJER,Veracruz,Oriente,1
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Aguascalientes,Centronorte,4
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Baja California,Noroeste,2
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Campeche,Sureste,2
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Chiapas,Suroeste,3
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Chihuahua,Noroeste,3
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Ciudad de México,Centrosur,73
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Coahuila,Noreste,4
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Colima,Occidente,3
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Durango,Noroeste,2
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Guanajuato,Centronorte,7
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Guerrero,Suroeste,5
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Hidalgo,Oriente,2
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Jalisco,Occidente,39
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Michoacán,Occidente,1
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Morelos,Centrosur,5
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,México,Centrosur,8
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Nayarit,Occidente,3
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Nuevo León,Noreste,20
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Oaxaca,Suroeste,3
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Puebla,Oriente,8
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Querétaro,Centronorte,5
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Quintana Roo,Sureste,2
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,San Luis Potosí,Centronorte,6
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Sin dato / Extranjero,Sin dato / Extranjero,35
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Sinaloa,Noroeste,6
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Sonora,Noroeste,4
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Tabasco,Sureste,3
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Tlaxcala,Oriente,1
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Veracruz,Oriente,4
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,HOMBRE,Yucatán,Sureste,3
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Aguascalientes,Centronorte,3
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Baja California,Noroeste,7
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Chiapas,Suroeste,2
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Chihuahua,Noroeste,7
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Ciudad de México,Centrosur,106
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Coahuila,Noreste,5
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Colima,Occidente,3
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Durango,Noroeste,6
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Guanajuato,Centronorte,8
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Guerrero,Suroeste,6
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Hidalgo,Oriente,2
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Jalisco,Occidente,49
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Michoacán,Occidente,1
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Morelos,Centrosur,12
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,México,Centrosur,14
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Nayarit,Occidente,2
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Nuevo León,Noreste,16
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Oaxaca,Suroeste,5
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Puebla,Oriente,10
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Querétaro,Centronorte,8
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Quintana Roo,Sureste,2
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,San Luis Potosí,Centronorte,7
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Sin dato / Extranjero,Sin dato / Extranjero,50
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Sinaloa,Noroeste,9
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Sonora,Noroeste,4
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Tabasco,Sureste,2
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Tamaulipas,Noreste,1
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Tlaxcala,Oriente,3
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Veracruz,Oriente,1
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Yucatán,Sureste,6
2019,MEDICINA Y CIENCIAS DE LA SALUD,C,MUJER,Zacatecas,Centronorte,1
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Aguascalientes,Centronorte,8
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Baja California,Noroeste,32
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Baja California Sur,Noroeste,18
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Campeche,Sureste,13
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Chiapas,Suroeste,14
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Chihuahua,Noroeste,18
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Ciudad de México,Centrosur,320
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Coahuila,Noreste,15
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Colima,Occidente,11
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Durango,Noroeste,4
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Guanajuato,Centronorte,39
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Guerrero,Suroeste,8
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Hidalgo,Oriente,21
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Jalisco,Occidente,58
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Michoacán,Occidente,47
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Morelos,Centrosur,68
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,México,Centrosur,83
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Nayarit,Occidente,6
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Nuevo León,Noreste,53
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Oaxaca,Suroeste,21
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Puebla,Oriente,30
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Querétaro,Centronorte,25
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Quintana Roo,Sureste,12
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,San Luis Potosí,Centronorte,22
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Sin dato / Extranjero,Sin dato / Extranjero,171
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Sinaloa,Noroeste,19
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Sonora,Noroeste,21
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Tabasco,Sureste,10
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Tamaulipas,Noreste,5
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Tlaxcala,Oriente,11
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Veracruz,Oriente,59
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Yucatán,Sureste,52
2020,BIOLOGÍA Y QUÍMICA,1,HOMBRE,Zacatecas,Centronorte,2
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Aguascalientes,Centronorte,12
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Baja California,Noroeste,39
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Baja California Sur,Noroeste,15
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Campeche,Sureste,6
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Chiapas,Suroeste,11
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Chihuahua,Noroeste,11
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Ciudad de México,Centrosur,427
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Coahuila,Noreste,7
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Colima,Occidente,6
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Durango,Noroeste,9
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Guanajuato,Centronorte,33
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Guerrero,Suroeste,3
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Hidalgo,Oriente,14
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Jalisco,Occidente,60
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Michoacán,Occidente,30
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Morelos,Centrosur,70
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,México,Centrosur,56
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Nayarit,Occidente,8
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Nuevo León,Noreste,50
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Oaxaca,Suroeste,18
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Puebla,Oriente,47
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Querétaro,Centronorte,29
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Quintana Roo,Sureste,13
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,San Luis Potosí,Centronorte,31
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Sin dato / Extranjero,Sin dato / Extranjero,166
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Sinaloa,Noroeste,12
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Sonora,Noroeste,29
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Tabasco,Sureste,4
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Tamaulipas,Noreste,3
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Tlaxcala,Oriente,15
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Veracruz,Oriente,50
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Yucatán,Sureste,50
2020,BIOLOGÍA Y QUÍMICA,1,MUJER,Zacatecas,Centronorte,5
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Aguascalientes,Centronorte,1
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Baja California,Noroeste,12
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Baja California Sur,Noroeste,8
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Campeche,Sureste,3
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Chiapas,Suroeste,5
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Chihuahua,Noroeste,2
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Ciudad de México,Centrosur,154
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Coahuila,Noreste,1
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Colima,Occidente,4
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Guanajuato,Centronorte,23
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Hidalgo,Oriente,10
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Jalisco,Occidente,17
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Michoacán,Occidente,9
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Morelos,Centrosur,39
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,México,Centrosur,18
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Nayarit,Occidente,1
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Nuevo León,Noreste,11
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Oaxaca,Suroeste,2
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Puebla,Oriente,14
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Querétaro,Centronorte,16
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Quintana Roo,Sureste,6
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,San Luis Potosí,Centronorte,9
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Sin dato / Extranjero,Sin dato / Extranjero,31
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Sinaloa,Noroeste,1
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Sonora,Noroeste,5
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Tamaulipas,Noreste,2
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Tlaxcala,Oriente,7
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Veracruz,Oriente,31
2020,BIOLOGÍA Y QUÍMICA,2,HOMBRE,Yucatán,Sureste,13
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Aguascalientes,Centronorte,2
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Baja California,Noroeste,8
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Baja California Sur,Noroeste,7
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Chiapas,Suroeste,4
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Chihuahua,Noroeste,1
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Ciudad de México,Centrosur,130
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Colima,Occidente,2
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Durango,Noroeste,3
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Guanajuato,Centronorte,10
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Hidalgo,Oriente,8
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Jalisco,Occidente,8
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Michoacán,Occidente,8
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Morelos,Centrosur,26
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,México,Centrosur,10
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Nuevo León,Noreste,15
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Puebla,Oriente,4
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Querétaro,Centronorte,14
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Quintana Roo,Sureste,8
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,San Luis Potosí,Centronorte,10
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Sin dato / Extranjero,Sin dato / Extranjero,15
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Sinaloa,Noroeste,4
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Sonora,Noroeste,6
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Tlaxcala,Oriente,2
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Veracruz,Oriente,22
2020,BIOLOGÍA Y QUÍMICA,2,MUJER,Yucatán,Sureste,10
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Aguascalientes,Centronorte,1
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Baja California,Noroeste,7
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Baja California Sur,Noroeste,5
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Chiapas,Suroeste,1
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Chihuahua,Noroeste,1
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Ciudad de México,Centrosur,146
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Coahuila,Noreste,1
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Colima,Occidente,1
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Durango,Noroeste,1
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Guanajuato,Centronorte,12
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Hidalgo,Oriente,2
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Jalisco,Occidente,2
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Michoacán,Occidente,13
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Morelos,Centrosur,29
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,México,Centrosur,10
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Nuevo León,Noreste,4
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Puebla,Oriente,5
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Querétaro,Centronorte,9
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Quintana Roo,Sureste,4
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,San Luis Potosí,Centronorte,3
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Sin dato / Extranjero,Sin dato / Extranjero,26
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Sinaloa,Noroeste,2
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Sonora,Noroeste,4
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Tamaulipas,Noreste,1
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Veracruz,Oriente,12
2020,BIOLOGÍA Y QUÍMICA,3,HOMBRE,Yucatán,Sureste,8
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Baja California,Noroeste,3
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Baja California Sur,Noroeste,1
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Chiapas,Suroeste,2
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Ciudad de México,Centrosur,85
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Coahuila,Noreste,2
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Colima,Occidente,1
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Guanajuato,Centronorte,4
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Jalisco,Occidente,2
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Michoacán,Occidente,1
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Morelos,Centrosur,16
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,México,Centrosur,6
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Nuevo León,Noreste,5
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Puebla,Oriente,3
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Querétaro,Centronorte,2
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Quintana Roo,Sureste,1
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,San Luis Potosí,Centronorte,2
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Sin dato / Extranjero,Sin dato / Extranjero,4
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Sonora,Noroeste,1
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Tlaxcala,Oriente,2
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Veracruz,Oriente,4
2020,BIOLOGÍA Y QUÍMICA,3,MUJER,Yucatán,Sureste,3
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Aguascalientes,Centronorte,5
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Baja California,Noroeste,14
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Baja California Sur,Noroeste,6
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Campeche,Sureste,6
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Chiapas,Suroeste,5
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Chihuahua,Noroeste,8
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Ciudad de México,Centrosur,84
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Coahuila,Noreste,6
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Durango,Noroeste,2
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Guanajuato,Centronorte,18
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Guerrero,Suroeste,5
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Hidalgo,Oriente,5
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Jalisco,Occidente,24
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Michoacán,Occidente,8
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Morelos,Centrosur,16
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,México,Centrosur,21
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Nayarit,Occidente,1
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Nuevo León,Noreste,14
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Oaxaca,Suroeste,4
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Puebla,Oriente,7
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Querétaro,Centronorte,10
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,San Luis Potosí,Centronorte,6
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Sin dato / Extranjero,Sin dato / Extranjero,163
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Sinaloa,Noroeste,7
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Sonora,Noroeste,6
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Tabasco,Sureste,6
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Tamaulipas,Noreste,1
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Tlaxcala,Oriente,6
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Veracruz,Oriente,9
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Yucatán,Sureste,13
2020,BIOLOGÍA Y QUÍMICA,C,HOMBRE,Zacatecas,Centronorte,3
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Aguascalientes,Centronorte,5
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Baja California,Noroeste,17
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Baja California Sur,Noroeste,2
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Campeche,Sureste,1
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Chiapas,Suroeste,4
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Chihuahua,Noroeste,4
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Ciudad de México,Centrosur,105
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Coahuila,Noreste,5
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Colima,Occidente,2
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Durango,Noroeste,2
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Guanajuato,Centronorte,18
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Guerrero,Suroeste,2
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Hidalgo,Oriente,9
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Jalisco,Occidente,16
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Michoacán,Occidente,10
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Morelos,Centrosur,18
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,México,Centrosur,22
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Nayarit,Occidente,5
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Nuevo León,Noreste,22
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Oaxaca,Suroeste,6
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Puebla,Oriente,7
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Querétaro,Centronorte,18
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Quintana Roo,Sureste,1
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,San Luis Potosí,Centronorte,12
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Sin dato / Extranjero,Sin dato / Extranjero,156
2020,BIOLOGÍA Y QUÍMICA,C,MUJER,Sinaloa,Noroeste,12
